Year,stock_vehicles,inflow_vehicles,outflow_vehicles,stock_change_vehicles,stock_machinery,inflow_machinery,outflow_machinery,stock_change_machinery,stock_BC,inflow_BC,outflow_BC,stock_change_BC,stock_appliances,inflow_appliances,outflow_appliances,stock_change_appliances,total_inflow,total_outflow,total_stock_change,steel_needed_vehicles,steel_needed_machinery,steel_needed_BC,steel_needed_appliances,total_steel_needed
2076,7886626611.063228,415861875.26631564,353169213.0831923,62692662.18312359,22752052485.078316,800280873.8169795,672399437.1439319,127881436.67304611,42907419053.64426,703131382.9298884,376784974.0957285,326346408.83415985,5486493689.669853,372697391.6159171,333512736.2479917,39184655.367925644,2291971523.629101,1735866360.5708442,556105163.0582552,470858101.524361,906115119.8108917,796117960.7448918,421985271.30425394,2595076453.3843985
2077,7948536454.02973,418456669.2917934,356546826.3252909,61909842.96650219,22875157929.107105,802140229.3183289,679034785.2895336,123105444.02878952,43228355548.94822,703950342.6755708,383013847.3716087,320936495.3039627,5524739286.963031,374692728.52554834,336447131.23237085,38245597.293177605,2299239969.8112416,1755042590.2188041,544197379.592432,473796047.6582806,908220368.3404992,797045224.9496952,424244484.2907024,2603306125.239177
2078,8009653612.289752,421009258.6157119,359892100.3556905,61117158.26002216,22993609865.06784,803915115.122885,685463179.1621499,118451935.96073532,43543857291.39708,704751161.3834194,389249418.9345601,315501742.44886017,5562052036.552392,376632520.28062177,339319770.6912607,37312749.58936119,2306308055.4026384,1773924469.143661,532383586.25897884,476686207.6717753,910229976.3619622,797951949.0301397,426440806.4771533,2611308939.5410304
2079,8069969100.803336,423519647.0969133,363204158.58332926,60315488.51358414,23107532484.20281,805609047.7543108,691686428.6193479,113922619.1349678,43853905677.96199,705536732.900156,395488346.3352394,310048386.5649109,5598439189.176163,378517675.01702607,342130522.39325595,36387152.623770714,2313183102.7684064,1792509455.9311726,520673646.83723354,479528585.9340051,912147925.446457,798841409.5336912,428575266.09717625,2619093187.011329
2080,8129474805.070543,425987872.8897693,366482168.6225618,59505704.267207146,23217051160.947884,807225465.93007,697706789.1849927,109518676.74507523,44158488161.939156,706309734.9918838,401727251.0147141,304582483.9771652,5633908968.976806,380349129.77735764,344879349.97671497,35469779.80064297,2319872203.589081,1810795558.7989836,509076644.79009056,482323225.64511925,913978109.0693728,799716638.3513176,430648924.113856,2626666897.1796656
2081,8188163469.636268,428414007.2255491,369725342.65982497,58688664.56572437,23322291968.090405,808767725.1190627,703526917.9765401,105240807.1425209,44457598064.52195,707072626.8020643,407962724.21927744,299109902.5827942,5668470506.982703,382127846.8728235,347566308.8669251,34561538.00589752,2326382206.0195,1828781293.7225676,497600912.296937,485070207.4564641,915724326.448214,800580419.8392938,432662870.1005701,2634037823.844542
2082,8246028685.10263,430798153.1741172,372932937.7077555,57865215.466362,23423381229.968105,810239091.792756,709149829.9150586,101089261.8777008,44751234379.00131,707827647.5892195,414191333.1098652,293636314.4793625,5702133775.325857,383854810.4040735,350191542.0609194,33663268.34315395,2332719702.960166,1846465642.7935987,486254060.16657925,487769648.0685204,917390276.0334647,801435289.3899677,434618218.30171365,2641213431.7936664
2083,8303064873.7439575,433140444.39058,376104255.7492515,57036188.64132786,23520445112.857246,811642737.6397163,714578854.7505711,97063882.88914108,45039401568.65575,708576816.7039948,420409627.0495589,288167189.6544342,5734909522.460047,385531022.9443224,352755275.81013393,32775747.134189606,2338891021.6786137,1863848013.3595154,475043008.31909275,490421698.81179804,918979548.9580121,802283533.4057912,436516103.87717664,2648200885.0527782
2084,8359267273.820836,435441043.85123336,379238643.7743548,56202400.07687855,23613609251.477577,812981734.000672,719817595.3803473,93164138.62033081,45322109359.36363,709321934.7593703,426614144.05147946,282707790.70788574,5766809209.617206,387157502.3868403,355257815.2296802,31899687.15715885,2344902214.998116,1880928198.4358616,463974016.56225395,493026544.2156175,920495622.7362682,803127190.624287,438357679.33292603,2655007036.9090986
2085,8414631922.690682,437700142.5830486,382335493.7132023,55364648.869846344,23702998410.360325,814259046.7594866,724869887.8767345,89389158.88274765,45599372527.937,710064585.941596,432801417.3682386,277263168.57336426,5797844948.713463,388735278.95771,357699539.8614539,31035739.09625721,2350759054.2418413,1897706338.8196292,453052715.42221546,495584400.56957495,921941855.4794911,803968054.734597,440144111.1387116,2661638421.9223742
2086,8469155638.812681,439917958.390608,385394242.26860857,54523716.12199879,23788736178.679977,815477531.8954347,729739763.5757867,85737768.31965256,45871210687.13888,710806141.404951,438967982.2030604,271838159.2018814,5828029441.8907,390265392.39385784,360080899.21661997,30184493.17723751,2356467024.0848517,1914182887.2640755,442284136.82077026,498095514.48211956,923321480.8598672,804807678.2211854,441876576.53290063,2668101250.096073
2087,8522836002.744802,442094734.5842755,388414370.65215516,53680363.93212128,23870944697.03832,816639931.8684347,734431413.5100912,82208518.35834122,46137648068.30591,711547763.6886783,445110382.5216469,266437381.16703033,5857375922.8545885,391748889.28515637,362402408.32126814,29346480.96388817,2362031319.4265447,1930358575.0051613,431672744.421381,500560161.4405293,924637604.0177023,805647377.3648984,443556260.51308465,2674401403.336215
2088,8575671337.230048,444230738.7131517,391395404.2279062,52835334.485245705,23949744414.606644,817748872.9690502,738949155.400724,78799717.56832504,46398713302.45408,712290412.0911772,451225177.94300205,261065234.14817047,5885898100.146286,393186820.57891476,364664643.28721654,28522177.291697502,2367456844.352294,1946234380.8588486,421222463.4934387,502978644.37630403,925893198.5609716,806488238.3278728,445184353.0105466,2680544434.275695
2089,8627660686.467981,446326261.30604494,394336912.06811076,51989349.23793316,24025253874.97604,818806863.7250988,743297403.3556988,75509460.36939621,46654439200.700455,713034848.932892,457308950.68651724,255725898.24637604,5913610102.462184,394580239.24399954,366868236.92810214,27712002.31589794,2372748213.208035,1961811503.0384288,410936710.16960335,505351292.2396342,927091104.7612079,807331124.2446693,446762046.2454705,2686535567.490982
2090,8678803794.666157,448381614.6236123,397238506.4254371,51143108.19817543,24097589529.03343,819816294.4147708,747480640.3573847,72335654.0573883,46904862534.78585,713781646.637367,463358312.55197483,250423334.0853958,5940526426.114649,395930198.09149665,369013874.4390311,26916323.652464867,2377909753.7672467,1977091333.7738276,400818419.9934244,507678458.5865175,928234029.0022315,808176683.2397724,448290532.2593939,2692379703.087915
2091,8729101083.964197,450397131.42449117,400099842.1264504,50297289.29804039,24166865573.16933,820779437.6963289,751503393.5604287,69276044.1359024,47150023818.43484,714531195.5573823,469369911.9083928,245161283.64898682,5966661884.706394,397237747.74797994,371102289.1562348,26135458.591745377,2382945512.4261823,1992075436.7515068,390870075.674675,509960520.18171555,929324544.493126,809025357.2887028,449771000.6204483,2698081422.5839925
2092,8778553631.821049,452373163.7480237,402920615.891173,49452547.85685158,24233193811.129475,821698450.3261262,755370212.3659779,66328237.96014404,47389967090.24001,715283712.4723585,475340440.6671784,239943271.80517578,5992031561.072319,398503934.7772642,373134258.41134036,25369676.365924835,2387859261.3237724,2006765527.3356695,381093733.98809624,512197875.6204978,930365093.2134582,809877391.839174,451204636.2967212,2703644996.9698515
2093,8827163147.953426,454310081.7160321,405700565.58365375,48609516.132377625,24296683537.843784,822575375.9028145,759085649.1885033,63489726.71430969,47624739698.707184,716039249.6817812,481266641.21461785,234772608.46717072,6016650761.525134,399729799.945934,375110599.4931177,24619200.452815056,2392654507.2465615,2021163455.4798927,371491051.7666731,514390943.9719566,931357989.0203968,810732846.1070892,452592617.69240713,2709074396.7918496
2094,8874931950.91064,456208272.3557641,408439469.39854926,47768802.957214355,24357441443.600487,823412148.545619,762654242.7889206,60757905.75670242,47854392090.04837,716797704.6195716,487145313.27838695,229652391.34118652,6040534972.424962,400916376.62765175,377032165.72782487,23884210.899827957,2397334502.1486063,2035271191.193682,362063310.95493126,516540163.44629085,932305421.8134273,811591603.9623772,453936114.8410912,2714373304.0631866
2095,8921862944.367992,458068138.44610095,411137144.9887494,46930993.457351685,24415571536.977894,824210597.3900001,766080504.0125939,58130093.377407074,48078977599.259476,717558829.9137917,492973320.7026857,224585509.21110535,6063699819.078458,402064689.34114504,378899842.6876489,23164846.65349579,2401902255.0910378,2049090812.3916779,352811442.6993599,518645990.0884295,933209462.6245472,812453385.3190576,455236287.75039065,2719545125.782425
2096,8967959593.217571,459890097.3886607,413793448.5390834,46096648.84957886,24471175084.999664,824972451.7651751,769368903.7434042,55603548.02177048,48298552244.97057,718322243.8175344,498747598.10644656,219574645.71109772,6086161026.959624,403175752.41632456,380714544.53515816,22461207.881166458,2406360545.387695,2062624494.9240923,343736050.4636135,520708896.49984235,934072069.4804972,813317757.945578,456494284.89167184,2724593008.8175893
2097,9013225899.531939,461674580.1054985,416408273.79113066,45266306.314367294,24524350569.039467,825699346.9051675,772523862.8653669,53175484.03980255,48513174528.50836,719087440.9370222,504465157.399224,214622283.5377884,6107934385.2325325,404250568.7831178,382477210.51020855,21773358.27290821,2410711936.730806,2075874504.5659301,334837432.16486645,522729370.5904648,934895093.8690755,814184149.6116647,457711241.8287113,2729519855.8999166
2098,9057666378.4725,463422029.964668,418981551.0241064,44440478.940561295,24575193655.066128,826392830.0378385,775549744.0111781,50843086.02666092,48722905237.563416,719853803.1846169,510123094.1295646,209730709.0550537,6129035712.545468,405290128.87728167,384188801.5643457,21101327.31293583,2414958792.064405,2088843190.7291946,326115601.33521175,524707914.3621694,935680287.6334221,815051860.489829,458888279.97880626,2734328342.4642267
2099,9101286034.210747,465132901.7349819,421513245.9967364,43619655.73824692,24623797176.889072,827054366.6949816,778450844.8720384,48603521.82294464,48927807254.809166,720620610.8867129,515718593.64096177,204902017.24575043,6149480825.056638,406295409.6576214,385850297.14645314,20445112.511169434,2419103288.974298,2101532981.6561897,317570307.3181114,526645042.72529656,936429310.1166005,815920075.7322384,460026505.5000242,2739020934.0741596
2100,9144090335.926664,466807660.57085454,424003358.8549347,42804301.71591759,24670251131.13523,827685347.0908768,781231392.8447238,46453954.2461586,49127945371.77538,721387053.9772828,521248937.0110696,200138116.96621704,6169285506.643298,407267373.72885627,387462692.1421957,19804681.586660385,2423147435.3678703,2113946380.8529236,309201054.5149536,528541282.34924656,937143735.383692,816787878.1445683,461127008.29807097,2743599904.1755776
