Year,stock_vehicles,inflow_vehicles,outflow_vehicles,stock_change_vehicles,stock_machinery,inflow_machinery,outflow_machinery,stock_change_machinery,stock_BC,inflow_BC,outflow_BC,stock_change_BC,stock_appliances,inflow_appliances,outflow_appliances,stock_change_appliances,total_inflow,total_outflow,total_stock_change,steel_needed_vehicles,steel_needed_machinery,steel_needed_BC,steel_needed_appliances,total_steel_needed
1867,74887194.69187701,4842667.811571662,2762245.185836501,2080422.6257351637,7082350.968531908,451029.71669663803,111808.56445356339,339221.15224307496,233870704.82574478,8302111.2093635015,1010848.0807654617,7291263.128598064,9800305.017298697,838419.0660535273,470011.45203836437,368407.614015162,14434227.803685328,4354913.28309389,10079314.520591464,5483093.0837541465,510676.7625641282,9400035.336688748,949296.9497888669,16343102.132795889
1868,77026642.79627389,4979372.025507167,2839923.921110285,2139448.1043968797,7438632.089780912,473637.2935500106,117356.17230100578,356281.12124900427,241395587.74555424,8576609.304725276,1051726.3849158105,7524882.919809461,10183080.715738926,871133.625860056,488357.9274198265,382775.6984402295,14900752.24964251,4497364.4057469275,10403387.843895575,5637875.934677499,536274.1095448489,9710834.810603801,986337.8915987953,16871322.746424943
1869,79226766.60970151,5119236.196580758,2919112.383153131,2200123.813427627,7812830.641959498,497364.1901880202,123165.63800943429,374198.5521785859,249161509.78904828,8859091.700260563,1093169.6567664999,7765922.043494046,10580783.123030158,905089.9005516579,507387.49326042715,397702.4072912317,15380781.987581,4642835.171189493,10737946.81639149,5796236.63562133,563138.8022962185,10030674.479461689,1024784.7605883807,17414834.67796762
1870,81489261.08451787,5262586.230353762,3000091.755537412,2262494.474816352,8205847.131732811,522271.21290345374,129254.7231301412,393016.4897733135,257176121.59344238,9149774.162271403,1135162.357877288,8014611.804394096,10993992.444254711,940347.6677935529,527138.3465689977,413209.3212245535,15874979.273322172,4791647.1831138395,11083332.090208316,5958544.191976633,591339.6885229322,10359798.643876135,1064705.2398024828,17974387.764178183
1871,83815867.0248254,5409762.985685423,3083157.045377885,2326605.940307528,8618627.265925646,548422.2772767035,135642.14308386884,412780.1341928346,265447312.0289963,9448883.59256752,1177693.157013637,8271190.435553908,11423311.287823675,976969.96354213,547651.1199731664,429318.84356896393,16384038.819071777,4944143.4654485565,11439895.353623236,6125184.539951793,620949.1364093111,10698464.212599095,1106170.701474332,18550768.59043453
1872,86208372.23992018,5561103.7474947525,3168598.5323999682,2392505.21509479,9052164.214310061,575884.4065015144,142347.45811709893,433536.94838441536,273983215.31616926,9756658.659450945,1220755.3722779527,8535903.287172973,11869365.518629527,1015021.4536644166,568967.222858567,446054.2308058515,16908668.26711163,5100668.585653586,11807999.68145803,6296539.569174312,652043.032723635,11046941.416950798,1149254.363297573,19144778.38214632
1873,88668612.72162977,5716926.425197169,3256685.9434875976,2460240.4817095846,9507500.985052636,604727.7426976595,149390.97195508535,455336.7707425747,282792218.33551794,10073350.400235107,1264347.380886435,8809003.019348681,12332805.142737247,1054567.1130127567,591127.4889050346,463439.62410772033,17449571.68114269,5261551.785234153,12188019.89590856,6472969.2314279545,684700.795626879,11405514.493019823,1194029.7928133567,19757214.312888015
1874,91198473.84571941,5877517.317993807,3347656.193904153,2529861.1240896434,9985732.918366816,635025.5758407052,156793.64252652327,478231.93331418,291882968.13420296,10399222.790548421,1308472.9918634084,9090749.798685014,12814305.224703424,1095671.3439493573,614171.2619831815,481500.0819661766,18007437.028332293,5427094.090277266,12580342.938055014,6654797.6879458865,719005.4074283347,11774482.326255007,1240569.90936295,20388855.330992177
1875,93799891.5975219,6043122.926420781,3441705.174618286,2601417.751802489,10488010.304181598,666854.3945120531,164577.00869727155,502277.38581478223,301264379.63296276,10734553.276185222,1353141.777425431,9381411.498759806,13314566.83864382,1138397.5901039562,638135.9761635604,500261.6139403954,18582928.187222015,5597559.936904549,12985368.250317473,6842304.038067007,755043.4720471615,12154159.053651746,1288946.5467662548,21040453.11053217
1876,96474853.82192187,6213945.9368961835,3538983.7124962364,2674962.224399969,11015541.129916534,700293.9620697552,172763.1363348192,527530.8257349357,310945643.5373713,11079633.263806526,1398369.3593979927,9681263.904408514,13834318.05420187,1182808.4295624874,663057.2140044374,519751.2155580502,19176681.592334952,5773173.422233486,13403508.17010147,7035717.772753831,792905.3012565162,12544874.619346157,1339230.558834338,21712728.25219084
1877,99225401.4978031,6390145.185794865,3639597.509913602,2750547.675881237,11569593.964743953,735427.4210954581,181374.58626803878,554052.8348274194,320936234.4571678,11434768.567434236,1444177.6476377267,9990590.919796526,14374314.958602518,1228966.0731642952,688969.1687636457,539996.9044006485,19789307.247488853,5954118.912583013,13835188.334905831,7235218.733916287,832685.032943227,12946975.280156517,1391492.383564646,22406371.43058068
1878,102053630.03703429,6571839.140541749,3743610.6013105805,2828228.539231181,12151500.987023074,772341.4281336425,190434.40585452126,581907.022279121,331245919.2373825,11800279.80832561,1490595.0281108997,10309684.780214667,14935342.716007791,1276933.1535864011,715905.3961811287,561027.7574052736,20421393.530587405,6140545.43145713,14280848.099130243,7440941.055867016,874480.7836658091,13360824.058339685,1445802.9365788056,23122048.834451318
1879,104961690.60804324,6759112.230715831,3851051.6597068873,2908060.5710089505,12762661.161908729,811126.3198569957,199966.14497134255,611160.1748856548,341884765.5049308,12176502.766542599,1537656.498994321,10638846.267548323,15518216.665423185,1326773.6716654974,743899.7222501022,582873.9494153932,21073514.988780923,6332574.025922653,14740940.962858321,7652980.333690932,918394.8367946057,13786801.13965421,1502234.682592275,23860410.992732022
1880,107951791.4839937,6952023.229709823,3961922.3537593475,2990100.8759504557,13404543.576468512,851876.3109153043,209993.8963555178,641882.4145597834,352863150.4342644,12563788.683236217,1585403.7539025822,10978384.929333627,16123783.458436448,1378553.9672061452,772987.1741928811,605566.7930132635,21746242.19106749,6530307.178210328,15215935.01285713,7871403.113348984,964533.8665254805,14225304.215620717,1560862.7346084071,24622103.93010359
1881,111026199.4155432,7150614.828854794,4076206.8973052986,3074407.9315495044,14078690.939988758,894689.7229049804,220542.35938473733,674147.363520246,364191769.7355846,12962504.5134155,1633885.212095271,11328619.301320195,16752922.23810258,1432343.5991710082,803204.819504881,629138.7796661314,22440152.66434628,6733839.288290188,15706313.376056077,8096257.731946098,1013009.1971297333,14676748.769718638,1621765.8505106524,25407781.549305122
1882,114187241.02812605,7354923.557307688,4193881.9447248415,3161041.6125828475,14786723.257511,939669.2431698894,231636.9256476496,708032.3175222408,375881646.86901015,13373033.129689028,1683155.9962634882,11689877.133425534,17406545.86032167,1488216.0498118657,834592.4275927707,653623.6222190913,23155841.979978472,6943267.294228749,16212574.685749713,8327585.549487871,1063937.0959804002,15141568.308071816,1685027.2303123479,26218118.183852434
1883,117437304.24365856,7564989.27389206,4314926.058359542,3250063.2155325115,15530341.685017064,986922.211543436,243303.78403736756,743618.427506065,387944142.4879797,13795773.478195544,1733277.859226052,12062495.61896956,18085602.15908818,1546249.2033520017,867192.9045854943,679056.2987665087,23893934.166983042,7158700.606208456,16735233.560774645,8565431.695982859,1117439.098214941,15620214.53600039,1750735.058143118,27053820.388341308
1884,120778839.72652659,7780863.579297699,4439328.0964296665,3341535.4828680307,16311332.575074645,1036560.9326911189,255570.04263353793,780990.8900575805,400390964.11502284,14231140.688610446,1784319.0615673047,12446821.627043128,18791075.257022586,1606525.5866942743,901052.4887598684,705473.0979344063,24655090.78729354,7380269.689390378,17274821.097903147,8809854.596125113,1173642.3603839662,16113157.482575234,1818982.7747897129,27915637.213874027
1885,124214362.353661,8002616.653888917,4567094.026754513,3435522.6271344125,17131571.722164094,1088703.0114179668,268463.864328519,820239.1470894497,413234176.0528873,14679566.14077482,1836354.2029103637,12843211.937864482,19523986.922627438,1669132.3924680306,936220.726863178,732911.6656048521,25440018.198549736,7608132.820856573,17831885.3776932,9060933.71137785,1232680.0401018646,16620885.576058447,1889869.1037907954,28804368.43132896
1886,127746452.70846267,8230342.2021976495,4698251.847395965,3532090.3548016697,17993028.817334596,1143471.7081739407,282014.61300344113,861457.0951705016,426486209.5338194,15141497.49106143,1889464.0101293242,13252033.480932057,20285397.97574113,1734161.3299646291,972750.2768509362,761411.0531136915,26249472.73139765,7842480.747379666,18406991.98401792,9318775.138357846,1294691.698566509,17143905.67375615,1963497.882659227,29720870.39333973
1887,131377758.59828074,8464160.364500513,4832854.4746824475,3631305.8898180723,18897772.12228219,1200996.312010813,296253.0070632186,904743.3049475923,440159873.1096103,15617398.662143834,1943735.0863529528,13673663.575790942,21076409.742693126,1801708.365075912,1010696.5981239185,791011.7669519968,27084263.70373107,8083539.166222537,19000724.537508603,9583514.905458009,1359823.72283833,17682743.050434593,2039977.7684283424,30666059.447159275
1888,135110996.59508955,8704218.624759844,4970980.627951025,3733237.996808812,19847973.373404652,1261412.5284040612,311211.27728159813,950201.2511224635,454268363.2847921,16107749.80027287,1999259.6250909897,14108490.175181806,21898165.562693294,1871873.4157307919,1050117.5957306235,821755.8200001679,27945254.36916757,8331569.126054237,19613685.24311325,9855320.00086033,1428229.7649502505,18237941.349946637,2119421.892811132,31640913.00856835
1889,138948953.59895277,8950690.891048782,5112733.88718557,3837957.0038632154,20845912.92686987,1324862.8796338101,326923.3261685959,997939.5534652174,468825275.3951285,16613047.204552889,2056135.0942165386,14556912.110336363,22751852.34701664,1944760.0653905147,1091073.2810671697,853686.7843233459,28833361.040625997,8586865.588637874,20246495.451988142,10134387.331350522,1500071.1952375567,18810062.505154993,2201947.5378062893,32646468.56954936
1890,142894488.42379084,9203775.040817942,5258240.215979885,3945534.824838072,21893985.156234898,1391497.11579494,343424.88642990735,1048072.2293650284,483844614.7332664,17133803.23299605,2114463.8948581717,15019339.338137925,23638702.192571975,2020475.3458390466,1133625.5002837093,886849.8455553353,29749550.73544798,8849754.497551674,20899796.23789636,10420940.942955097,1575517.567702604,19399686.631562557,2287675.8897634135,33683821.03198367
1891,146950533.4049042,9463689.303832097,5407644.3227187535,4056044.9811133444,22994704.114672564,1461472.6349538565,360753.67651619035,1100718.9584376663,499340807.92312485,17670546.19034808,2174353.000489612,15496193.189858437,24559994.051467966,2099129.6243702066,1177837.765474213,921291.858895991,30694837.753504243,9120588.765198769,21574248.98830544,10715227.92553453,1654747.0957357977,20007411.900303535,2376731.9116510493,34754118.833224915
1892,151120096.02762678,9730667.898431486,5561105.275708893,4169562.622722596,24150709.474403523,1534954.9114651354,378949.5517341748,1156005.359730959,515328714.5442624,18223820.20279008,2235913.581652543,15987906.62113756,25517055.458214223,2180836.6123321718,1223775.2055859147,957061.4067462571,31670279.625018876,9399743.614681527,22270536.01033737,11017513.47195594,1737947.1370755609,20633854.396275003,2469244.352731173,35858559.35803768
1893,155406260.57640508,10004956.34324233,5718791.794464037,4286164.5487782955,25364772.75649123,1612117.9319750718,398054.6498873661,1214063.282087706,531823639.0071137,18794185.08465845,2299260.6218071613,16494924.462851286,26511264.31621715,2265713.494468355,1271504.6364654296,994208.8580029272,32676972.854344208,9687611.702623995,22989361.151720215,11328075.569794305,1825314.687471775,21279647.967231035,2565345.895004931,36998384.119502045
1894,159812189.8035178,10286806.840441868,5880877.613329142,4405929.2271127105,26639803.86473935,1693144.639157768,418113.53090964846,1275031.108248122,548841342.679579,19382216.202245098,2364512.529779723,17017703.672465324,27544050.74524881,2353881.1637403476,1321094.734708692,1032786.4290316589,33716048.84558508,9984598.408727206,23731450.436857816,11647199.774051027,1917056.883104357,21945444.06957099,2665173.4190900675,38174874.14581644
1895,164341126.6165567,10576474.074029217,6047537.26099029,4528936.813038915,27978857.9380335,1778227.3837254401,439173.31043129123,1339054.0732941478,566398056.265038,19988504.339626092,2431790.754167154,17556713.585458994,28616898.991584897,2445464.5358011764,1372616.2894650847,1072848.2463360876,34788670.333181925,10291117.61505382,24497552.718128145,11975174.449761342,2013391.51237029,22631911.61642447,2768868.360282129,39389345.938838236
1896,168996395.78370094,10874211.694473837,6218942.527329592,4655269.167144239,29385142.536092162,1867568.3857167927,461283.78765812604,1406284.5980586633,584510492.4313779,20613655.571212705,2501219.40487271,18112436.166339874,29731349.40252108,2540592.911697079,1426142.500760899,1114450.4109361842,35896028.56310041,10607588.220621325,25288440.34247896,12312286.791750267,2114547.5381757165,23339736.83334772,2876577.1192222363,40643148.282495946
1897,173781405.655713,11180269.677319523,6395259.805307512,4785009.872012049,30862025.174237963,1961380.2064844521,484497.56833865464,1476882.6381458007,603195858.6901361,21258291.145447247,2572924.886689179,18685366.258758187,30889000.46698816,2639400.356679823,1481749.2922127421,1157651.06446708,37039341.38593104,10934431.552548088,26104909.833383117,12658819.833921561,2220765.632341997,24069623.12663864,2988451.490805959,41937660.08370816
1898,178699649.90347958,11494892.655548844,6576648.4077822305,4918244.247766584,32413041.223465882,2059886.2331598678,508870.1839319493,1551016.0492279194,622471870.5242901,21923047.383676577,2647035.5495225843,19276011.83415401,32091510.923992462,2742026.0665422413,1539515.6095379358,1202510.4570043012,38219852.33892753,11272069.7507747,26947782.588152815,13015050.561083384,2332298.724139343,24822290.968836706,3104649.0789654,43274289.33302484
1899,183754709.26981375,11818319.2407895,6763259.87445533,5055059.36633417,34041902.192773946,2163321.1776741836,534460.2083661192,1628860.9693080634,642356764.762649,22608575.597831618,2723681.359472638,19884894.238358974,33340601.94061115,2848614.699554194,1599523.6829355112,1249091.0166186877,39438830.7158495,11620925.125229599,27817905.590619896,13381249.140386662,2449412.5653013857,25598477.80551587,3225333.6725024846,44654473.1837064
1900,188950253.33410862,12150782.27272687,6955238.208432034,5195544.064294875,35752504.41143168,2271931.592647764,561329.3739900283,1710602.218657732,662869313.1981514,23315542.030061178,2802993.5945587414,20512548.43550229,34638059.36127021,2959316.660535115,1661859.239876049,1297457.4206590615,40697572.55597092,11981420.416856851,28716152.13911396,13757679.203721546,2572386.3141392255,26398937.98693521,3350675.56672907,46079679.07152505
1901,194290042.28831843,12492509.87397608,7152720.919766234,5339788.954209805,37548938.129591264,2385976.4066301,589542.6884705168,1796433.7181595862,684028836.4466877,24044627.8169551,2885104.5684188427,21159523.24853635,35985736.03002486,3074288.3324975595,1726611.6637429157,1347676.6687546447,41997402.430058844,12353979.840398509,29643422.589660384,14144599.042092482,2701513.141564878,27224442.727530684,3480851.8257445195,47551406.73693256
1902,199777928.7226052,12843727.142113449,7355840.707826651,5487886.434286773,39435497.05639952,2505727.4812836098,619168.5544753567,1886558.926808253,705855218.0423155,24796528.98044364,2970147.384815901,21826381.595627785,37385554.18754977,3193692.259429898,1793874.1019049864,1399818.1575249135,43339675.863270596,12739030.749022895,30600645.114247724,14542263.521414684,2837100.861960609,28075780.095611006,3616046.489390736,49071190.96837704
1903,205417859.4188527,13204658.28302195,7564727.586774489,5639930.696247488,41416688.35553874,2631470.193152217,650278.894012996,1981191.299139224,728368918.7639375,25571956.446900725,3058255.7252786374,22513700.72162199,38839507.94452788,3317697.290226493,1863743.5332483812,1453953.7569781095,44725782.21330139,13137005.739314504,31588776.473986812,14950926.497986808,2979472.591884304,28953755.034987234,3756450.7362165907,50640604.86107494
1904,211213877.15010953,13575528.980038792,7779511.248781946,5796017.731256843,43497243.11891707,2763504.042657241,682949.2792789139,2080554.7633783296,751590991.1876528,26371636.095400646,3149563.6716853566,23222072.423715353,40349665.83309862,3446478.697956599,1936320.809385865,1510157.8885707408,46157147.81605328,13548345.00913208,32608802.806921266,15370843.50094972,3128967.4396028547,29859189.419611238,3902263.0185197,52261263.37868351
1905,217170122.4838638,13956568.800179588,8000323.466425348,5956245.333754271,45682127.340038545,2902143.2929133135,717259.0717918342,2184884.221121475,775543094.4580743,27196308.83550561,3244205.5650841445,23952103.270421505,41918173.43799431,3580218.290402897,2011710.685507207,1568507.6048956886,47635239.219001405,13973498.788808534,33661740.43019294,15802274.456725078,3285941.2283891686,30792922.14165037,4053689.1875032806,53934827.01426789
1906,223290835.5868978,14348013.459517702,8227300.3564837,6120713.10303399,47976553.40940909,3047717.640868411,753291.5714978671,2294426.0693705454,800247509.2709043,28046730.714365296,3342315.9015352754,24704414.81282997,43547256.108950615,3719104.5272391583,2090021.8562828426,1629082.6709563062,49161566.34199057,14412929.685799686,34748636.65619081,16245486.253982905,3450767.2564180377,31755809.23275056,4210942.625950134,55663005.369101636
1907,229580358.02930132,14750106.801348729,8460584.358945185,6289522.442403525,50385992.15517989,3200572.923155525,791134.1773847232,2409438.745770797,825727153.0580189,28923673.05238996,3444029.2652752725,25479643.78711462,45239221.75592502,3863332.6567836977,2171367.009809294,1691965.6469744071,50737685.43367791,14867114.811414473,35870570.62226335,16700754.983411152,3623837.095964136,32748724.017651677,4374244.403061252,57447560.500088215
1908,236043134.5850457,15163102.379479678,8700325.823735323,6462776.55574438,52916185.45308466,3361071.8588937814,830878.560989008,2530193.2979047745,852005595.3651731,29827922.60619218,3549480.2990381,26278442.30715418,46996463.72859667,4013104.881555755,2255862.908884105,1757241.9726716504,52365201.726121396,15336547.592646535,37028654.13347498,17168367.73038913,3805561.434435894,33772557.29867774,4543823.461906426,59290309.92540919
1909,242683715.02634084,15587264.581091933,8946684.139796777,6640580.441295147,55573159.43059849,3529594.8315188275,872620.8540050026,2656973.9775138274,879107073.4112463,30760281.75701253,3658803.71093928,27101478.0460732,48821463.78154792,4168630.5575412135,2343630.504589976,1825000.0529512465,54045771.72716451,15821739.209331036,38224032.51783342,17648623.846345033,3996370.9596001217,34828217.56908122,4719916.845042135,61193129.22006851
1910,249506755.90879926,16022869.265587362,9199828.38312895,6823040.882458419,58363238.291124836,3706540.711547143,916461.8510207938,2790078.8605263457,907056507.816645,31721568.722333565,3772134.3169348426,27949434.405398726,50716795.12644444,4330126.427792453,2434795.08289593,1895331.3448965177,55781105.12726052,16323219.633980516,39457885.49328001,18141835.67208714,4196717.291153921,35916631.25264217,4902769.959004137,63157954.17488737
1911,256517022.3442356,16470203.934556058,9459937.499119714,7010266.435436338,61293058.78490281,3892327.722002184,962507.2282242111,2929820.4937779754,935879518.487135,32712617.788005386,3889607.1175154224,28823010.670490026,52685125.57243205,4497816.887276381,2529486.441288771,1968330.445987612,57572966.33184001,16841538.286148116,40731428.04569195,18648328.73024916,4407073.960600299,37038742.9664916,5092636.874180686,65186782.53152175
1912,263719389.75771782,16929567.48095439,9727200.067472158,7202367.413482219,64369585.35421723,4087394.3480579616,1010867.7787435406,3076526.56931442,965602440.6379052,33734279.55775939,4011357.406989128,29722922.150770187,54729220.75585839,4671934.273141091,2627839.089714736,2044095.183426343,59423175.65991283,17377264.342919562,42045911.31699317,19168441.441297997,4627937.441188815,38195515.8036225,5289780.653465909,67281675.33957522
1913,271118845.6252666,17401269.591015946,10001813.723467179,7399455.867548794,67600125.98138434,4292200.292289126,1061659.6651220163,3230540.6271671057,996252340.9411397,34787421.21668063,4137520.91344628,30649900.303234458,56851947.460300736,4852719.172983558,2729992.468541221,2122726.7044423446,61333610.27296926,17930986.770576697,43402623.5023927,19702524.446349576,4859828.229494029,39387931.631205425,5494473.701294789,69444758.00834382
1914,278720491.1883753,17885629.88931295,10283984.326204255,7601645.563108683,70992348.76886897,4507227.476760954,1115004.6892763318,3392222.787484631,1027857033.7787157,35872926.80486383,4268233.967287679,31604692.83757603,59056277.027737014,5040420.743300706,2836091.1758644367,2204329.567436278,63306204.91423844,18503314.158632703,44802890.75560562,20250939.63916774,5103291.980028254,40616991.40043459,5706998.124208227,71678221.14383881
1915,286529543.14127946,18382976.925483383,10573924.972579224,7809051.952904165,74554299.28176758,4732981.09306041,1171030.580161808,3561950.512898609,1060445097.5799272,36991697.497245155,4403633.696033662,32588063.801211476,61345288.86153707,5235297.030957482,2946285.1971574193,2289011.833800055,65342952.54674643,19094874.445932113,46248078.100814305,20814059.0188897,5358900.6941354275,41883715.463366345,5927646.094834105,73984321.27122557
1916,294551335.28666526,18893647.10091157,10871854.955525741,8021792.145385802,78294418.68374924,4969990.701245338,1229871.2992636636,3740119.4019816667,1094045891.222297,38144651.8853845,4543858.243014791,33600793.64236975,63722174.02177107,5437615.291961103,3060730.131727098,2376885.1602340043,67445904.97950251,19706314.629531294,47739590.34997122,21392263.474764004,5627253.964272348,43189143.89196615,6156720.212818278,76365381.54382078
1917,302791320.15524447,19417983.62605443,11177998.75747524,8239984.868579209,82221562.69838697,5218811.378595915,1291667.363958194,3927144.0146377236,1128689570.4715793,39332726.25675514,4689047.007472872,34643679.24928236,66190238.913129285,5647652.303774507,3179587.412416302,2468064.8913582116,69617173.56517999,20338300.541322608,49278873.023857504,21985941.60558699,5908980.274678346,44534336.79433327,6394533.858440339,78823792.53303894
1918,311255070.58435994,19956335.585630998,11492585.156515468,8463750.429115474,86345021.42862213,5480024.9189747935,1356566.188739621,4123458.7302351594,1164407104.4350328,40556874.86702681,4839340.903573153,35717533.96345353,68752909.06552531,5865694.669514532,3303024.5171185113,2562670.1523960233,71858930.04114714,20991516.76594675,50867413.27520019,22595488.661266983,6204738.359346461,45920374.622992314,6641411.537040911,81362013.18064666
1919,319948281.2505126,20509057.171210255,11815846.505057605,8693210.666152656,90674540.06787506,5754241.083542653,1424722.4442897164,4329518.639252931,1201230291.9998472,41818070.2006536,4994882.635839351,36823187.56481433,71413733.00720622,6092039.114352356,3431215.1726714377,2660823.941680908,74173407.56975886,21666666.75785811,52506740.811900824,23221305.673924655,6515218.618141592,47348358.469942935,6897689.214619968,83982571.97662914
1920,328876770.15041137,21076507.12067411,12148018.220775379,8928488.899898767,95220340.53704517,6042098.903546332,1496298.434376229,4545800.469170108,1239191778.2263587,43117303.21508049,5155816.988569031,37961486.22651148,74176386.22992016,6326992.776037187,3564339.553323256,2762653.2227139473,76562902.01533812,22364473.197043896,54198428.8182943,23863798.82322703,6841144.591877641,48819410.34316179,7163714.646781236,86688068.4050477
1921,338046480.02485716,21659048.383381303,12489338.508935522,9169709.874445796,99993144.08230951,6344268.03586612,1571464.490601775,4772803.545264348,1278325070.6632535,44455583.5637637,5322291.126868711,39133292.43689489,77044675.24538937,6570873.492539786,3702584.4770705597,2868289.0154692084,79029773.47555092,23085678.603476565,55944094.87207425,24523379.057270497,7183274.497131024,50334673.41911651,7439847.704415519,89481174.67793354
1922,347463479.7194673,22257048.010220658,12840048.315610485,9416999.694610119,105004194.86923322,6661450.172008547,1650399.3850848589,5011050.7869237065,1318664555.549477,45833939.79327403,5494454.907050595,40339484.886223555,80022541.7320058,6824010.090302963,3846143.603686528,2977866.4866164327,81576448.0658062,23831046.211432464,57745401.85437381,25200461.968094043,7542402.821567648,51895312.26593527,7726460.700071289,92364637.75566825
1923,357133965.4759322,22870877.25046154,13200391.493996723,9670485.756464899,110265284.60922512,6994380.501227507,1733290.7612355978,5261089.739991903,1360245513.8648655,47253419.50965405,5672461.194265574,41580958.31538844,83114066.77030466,7086742.676512498,3995217.6382136387,3091525.03829886,84205419.93785559,24601361.08771153,59604058.8501441,25895467.901337795,7919361.980556508,53502513.0317641,8023938.718877376,95341281.63253579
1924,367064262.14717853,23500911.82340869,13570615.152162312,9930296.67124635,115788778.25479421,7343829.228456994,1820335.5828879077,5523493.645569086,1403104137.188795,48715089.50932384,5856466.185394082,42858623.32392955,86323475.16537148,7359422.938244337,4150014.5431775255,3209408.3950668126,86919253.49943388,25397431.46362183,61521822.0358118,26608822.263823245,8315024.035843517,55157483.59298442,8332679.957251288,98414009.84990248
1925,377260824.3294755,24147532.32295137,13950970.140654374,10196562.182296991,121587640.8003798,7710603.147748155,1911740.6021625653,5798862.545585588,1447277543.323174,50220035.86975474,6046629.735376142,44173406.13437891,89655139.85390659,7642414.450459744,4310749.761924645,3331664.688535109,89720585.79091401,26220090.24011773,63500495.5507966,27340955.981602546,8730302.477069922,56861453.6568781,8653096.071625616,101585808.18717618
1926,387730237.4041894,24811124.707482472,14341711.632768517,10469413.074713886,127675465.22570789,8095547.271886605,2007722.8465584808,6087824.425328091,1492803791.6331155,51769363.99527868,6243115.685337178,45526248.30994153,93113586.39319935,7936092.993747102,4477646.454454327,3458446.5392927676,92612128.96839486,27070196.619118504,65541932.349276274,28092306.054667655,9166154.066900594,58615674.81349488,8985612.538210034,104859747.47327316
1927,398479218.4815385,25492080.826183233,14743099.74883428,10748981.077349067,134066501.61866371,8499546.518853711,2108510.1258979086,6391036.392955825,1539721898.0553997,53364198.61332247,6446092.191038238,46918106.42228413,96703497.52874853,8240846.881612744,4650935.746063569,3589911.1355491728,95596672.83997217,27948637.811833993,67648035.02813819,28863316.152834278,9623580.750513712,60421420.53138866,9330669.023565155,108238986.45830181
1928,409514617.23834807,26190798.935016904,15155400.17820725,11035398.756809592,140775687.51453483,8923527.45575278,2214341.559881676,6709185.895871118,1588071849.7215593,55005683.71652063,6655732.050361084,48349951.66615963,100429717.83671026,8557077.296146763,4830856.988185035,3726220.307961732,98677087.40343708,28856330.776635043,69820756.62680207,29654437.19997385,10103631.63015487,62279986.09207499,9688719.764658926,111726774.68686265
1929,420843416.64144605,26907684.16125648,15578884.758158565,11328799.403097987,147818679.488146,9368460.100749956,2325468.1271387697,7042991.973611176,1637894619.1389294,56694982.44608181,6872213.028711664,49822769.41737008,104297258.43675204,8885198.630117266,5017658.0300755,3867540.600041777,101856325.33820552,29794223.944084495,72062101.39412102,30466127.89997337,10607405.005378122,64192688.45797306,10060233.956201615,115326455.31952617
1930,432472733.54796493,27643148.88324226,16013831.976723362,11629316.906518877,155211886.03485766,9835359.783488957,2442153.236777299,7393206.5467116535,1689232177.8694534,58433276.91192274,7095718.181398712,51337558.73052406,108311301.77023594,9225638.833043844,5211595.499559924,4014043.3334839046,105137424.4116978,30763298.894459296,74374125.5172385,31298855.166714516,11136050.479493838,66160866.0687531,10445696.142486235,119041467.85744768
1931,444409819.1734485,28397613.001426097,16460527.375942478,11937085.625483572,162972501.77559915,10325289.06429952,2564673.3235580567,7760615.740741491,1742127509.6422641,60221767.94501603,7326436.172205163,52895331.7728107,112477206.4379528,9578839.758585552,5412935.090868695,4165904.667716861,108523509.76932721,31764571.962574393,76758937.80675262,32153094.43096252,11690771.132585507,68185878.56093301,10845606.610717338,122875350.73519838
1932,456662059.4182813,29171504.0867582,16919263.841925398,12252240.244832814,171118543.02001938,10839359.712335551,2693318.4679152723,8146041.24442023,1796624622.8322353,62061674.77749596,7564561.587524699,54497113.18997121,116800512.09086752,9945257.510611271,5621951.857696552,4323305.652914718,112017796.08720097,32799095.75506192,79218700.33213897,33029329.808376584,12272825.761249492,70269106.4056793,11260481.782847907,126831743.75815329
1933,469236975.0425738,29965257.40224822,17390341.77795569,12574915.624292493,179668884.7204445,11378734.742563864,2828393.0421387968,8550341.700425118,1852768562.232666,63954234.64600579,7810295.24557543,56143939.40043068,121286944.36652179,10325362.785560854,5838930.509906593,4486432.275654271,115623589.57637873,33867960.57557651,81755629.00080256,33928054.12392235,12883531.184968144,72411950.45969859,11690854.603216548,130914390.37180562
1934,482142221.6792561,30779315.802427378,17874069.1657452,12905246.636682272,188643298.84756896,11944630.511232505,2970216.384108054,8974414.127124459,1910605420.0461652,65900702.3138309,8063844.500331501,57836857.81349921,125942419.86285833,10719641.209064584,6064165.712728042,4655475.496336535,119344289.83655538,34972295.762912795,84371994.07364248,34849768.798038244,13524264.618696224,74615831.42417447,12137274.919683633,135127139.76059258
1935,495385589.6747417,31614129.522846885,18370761.52736124,13243367.995485604,198062494.21665946,12538318.869118106,3119123.5000275783,9419195.369090497,1970182346.0135126,67902349.5072743,8325423.539926977,59576925.96734738,130773051.14029542,11128593.66521062,6297962.387773519,4830631.277437091,123183391.5644499,36113270.955089316,87070120.60936058,35794983.60829584,14196466.11086742,76882189.20660587,12600309.856443183,139473948.78221232
